First Name,Last Name,Date of Birth (Y-m-d),State,Sex,Height (cm),Weight (KG)
Jewel,Hagenes,31/05/1991,Virginia,male,156,128
Alaina,Gottlieb,29/06/1976,Idaho,female,171,107
Noble,Streich,04/05/1975,Wyoming,male,176,65
Barrett,Schmitt,04/07/1965,WestVirginia,male,166,131
Rosetta,Pfeffer,07/11/1977,NewYork,female,186,53
Noah,Bradtke,14/11/1965,NewMexico,male,195,120
Miguel,Mertz,18/02/1985,Delaware,female,156,88
Hope,Rogahn,19/08/1977,Utah,female,173,79
Creola,Robel,27/10/1975,Ohio,male,157,140
Audie,Rohan,11/02/1985,Virginia,female,182,67
Lorenzo,Kertzmann,19/06/1967,Michigan,female,180,82
Vern,Botsford,03/02/1991,California,male,152,128
Carli,Durgan,17/07/1973,Florida,male,152,75
Sherman,Gerhold,10/03/1968,Kansas,male,166,111
Reagan,Ziemann,18/10/1982,Michigan,male,182,79
Morris,Schinner,19/01/1993,Nebraska,female,159,68
Raymundo,Koch,08/02/1972,Washington,male,173,81
Hyman,Von,03/03/1992,Wisconsin,male,158,133
Alexys,Boyer,14/07/1991,Kansas,male,154,149
Liza,Bogisich,08/08/1986,Nevada,male,168,108
Kenneth,Terry,18/03/1967,Kentucky,female,164,63
Aylin,Dare,07/01/1964,Washington,male,196,69
Rosina,Kulas,21/10/1980,Louisiana,female,152,75
Greg,Kiehn,18/02/1967,NewHampshire,male,167,110
Van,Monahan,17/12/1983,Ohio,male,168,70
Freddie,Kunze,25/10/1964,Florida,male,171,91
Adelle,Smith,09/08/1983,WestVirginia,female,156,143
Carley,Runolfsson,27/06/1990,Wisconsin,female,158,51
Celine,Wiza,07/09/1973,NorthDakota,male,173,61
Erling,Stanton,28/03/1968,Idaho,female,179,100
Dewayne,Bartell,05/03/1972,Missouri,male,193,131
Dakota,Treutel,12/08/1966,NorthCarolina,male,171,121
Hermina,Yundt,16/03/1967,Utah,male,185,127
Buford,Kuhn,01/03/1987,RhodeIsland,male,160,55
Edwina,Reinger,20/09/1988,Tennessee,male,163,96
Anastasia,Schneider,08/09/1971,Massachusetts,female,180,144
Annamae,Skiles,31/03/1986,Idaho,male,154,157
Andre,Mosciski,07/04/1968,NewJersey,male,194,64
Jacey,Schinner,15/01/1990,Connecticut,female,170,115
Cyrus,Feest,28/06/1980,NewJersey,male,192,68
Tyrell,Koepp,30/05/1976,Illinois,female,189,52
Nadia,Hudson,25/08/1968,Utah,male,193,100
Braeden,Hand,17/10/1965,Wisconsin,male,155,67
Calista,Herman,13/02/1982,Louisiana,male,180,90
Aniyah,Hilpert,15/04/1968,RhodeIsland,female,182,119
Destinee,Hand,22/06/1964,NewYork,male,193,74
Virginia,Stiedemann,26/10/1977,Oregon,male,173,84
Reagan,Schoen,26/02/1982,California,female,195,69
Tomas,Spencer,09/02/1989,Connecticut,male,167,113
Armand,Crist,02/02/1977,NorthCarolina,male,195,94
Ramon,Denesik,01/11/1977,NewMexico,male,196,70
Bryon,Mayert,27/10/1974,NorthCarolina,female,183,54
Robyn,Dooley,24/08/1965,Idaho,female,152,66
Irma,Hartmann,04/09/1990,Montana,male,156,133
Magdalen,Jenkins,18/12/1977,Idaho,female,163,92
Brendon,King,07/12/1970,Montana,male,192,77
Alden,Huels,21/04/1979,WestVirginia,male,162,127
Tyrel,Runolfsson,08/11/1980,Arkansas,female,181,115
Anika,Klocko,22/02/1970,Maine,male,156,153
Rigoberto,Abbott,19/08/1983,Utah,female,161,141
Justus,Senger,15/09/1977,SouthCarolina,female,174,131
Luis,Waters,06/09/1975,Connecticut,female,189,92
Candice,Runolfsdottir,13/05/1978,NewJersey,female,175,96
Allan,Frami,12/06/1981,Pennsylvania,female,170,111
Gianni,Shanahan,20/03/1977,Alabama,male,183,141
Wyatt,Quigley,30/09/1978,Ohio,male,177,122
Earnestine,Cruickshank,17/04/1967,Connecticut,male,182,150
Myles,Schowalter,26/02/1964,NewHampshire,female,152,108
Jacey,Simonis,24/12/1990,Florida,female,182,123
Leo,Heller,28/09/1965,Maryland,male,191,148
Caesar,O'Keefe,27/07/1971,NewHampshire,male,169,91
Elroy,Gleason,02/08/1978,Idaho,male,156,66
Carolyne,Senger,28/06/1988,Michigan,female,196,122
Justice,Gaylord,12/03/1969,Wisconsin,male,193,55
Dawson,Okuneva,11/01/1974,Indiana,male,178,128
Isaac,Ledner,26/12/1992,Colorado,female,182,76
Kay,Luettgen,04/05/1989,Nebraska,female,199,146
Reynold,Marquardt,31/07/1990,Missouri,male,200,151
Dock,Schmidt,03/01/1975,Pennsylvania,male,180,111
Lukas,Cummerata,20/05/1970,Utah,female,157,90
Carmine,King,10/12/1983,Alaska,male,176,132
Millie,Nienow,13/11/1989,Louisiana,male,182,146
Kyleigh,Spinka,22/07/1990,Wisconsin,male,156,137
Tremaine,Spinka,06/01/1973,Michigan,male,151,122
Asha,Dicki,19/11/1979,Wisconsin,female,175,73
Kelsi,Wehner,27/09/1990,Michigan,male,190,143
Sammie,Ullrich,31/03/1970,Louisiana,female,187,139
Leopoldo,Jerde,18/04/1974,NorthDakota,female,179,137
Helena,Collins,06/07/1977,Utah,male,198,93
Cristian,Von,26/06/1987,Indiana,female,200,110
Athena,Koss,27/06/1978,Maine,female,196,57
Karley,Homenick,26/06/1975,Arizona,male,160,127
Breana,Krajcik,28/03/1986,Montana,male,182,141
Henry,Purdy,20/06/1970,Louisiana,female,187,145
Kavon,Rowe,24/03/1969,Pennsylvania,male,195,90
Marcus,Fritsch,10/02/1966,Massachusetts,female,187,67
Jeromy,Rutherford,03/01/1985,California,female,192,149
Reilly,Stamm,24/08/1989,Missouri,female,190,103
Tressa,Hamill,21/07/1986,Illinois,female,183,99
Saige,Friesen,27/07/1975,Indiana,male,154,98
Katheryn,Marvin,18/02/1964,NewJersey,female,195,89
Emiliano,Weber,03/04/1975,Pennsylvania,male,172,112
Kaia,Maggio,25/11/1979,WestVirginia,male,193,72
Hunter,Emmerich,21/11/1982,WestVirginia,female,152,155
Walton,Ankunding,27/10/1968,Alabama,male,196,142
Sterling,Green,12/06/1978,California,male,200,114
Osvaldo,Murray,20/08/1993,NorthDakota,male,195,95
Michale,Streich,14/04/1979,Alaska,female,181,71
Sierra,Hagenes,17/05/1972,Kansas,male,156,144
Grover,Moore,29/08/1967,Georgia,female,151,154
Layne,Howell,30/10/1988,Arkansas,male,174,141
Gaetano,Armstrong,29/10/1974,Georgia,female,200,78
Jaime,Reinger,27/02/1989,Wyoming,female,159,61
Craig,Schultz,13/01/1974,Michigan,female,161,67
Jaydon,Hirthe,28/01/1975,SouthDakota,female,156,58
George,Glover,12/06/1990,Oklahoma,male,169,56
Devante,Flatley,04/07/1973,Illinois,female,191,155
Lucy,Tromp,01/11/1986,Arkansas,female,156,113
Maci,Bartell,23/07/1979,Alaska,female,197,126
Jamarcus,Graham,29/06/1964,NewYork,female,159,129
Helga,Jewess,20/02/1990,SouthCarolina,male,194,71
Norval,Schaden,09/07/1992,Arizona,female,197,69
Ruben,Rowe,19/01/1993,Colorado,female,177,91
Percival,Mills,13/11/1979,Oregon,female,167,117
Hertha,Yundt,07/08/1964,NewYork,female,155,130
Xzavier,Blick,05/01/1978,Maryland,male,186,62
Chesley,Hegmann,30/12/1991,California,male,195,152
Asha,Kuhn,25/09/1984,Massachusetts,female,174,55
Itzel,Pacocha,07/01/1966,SouthCarolina,male,162,159
Lillie,Blick,04/06/1976,Illinois,female,194,68
Hailey,Murray,06/06/1964,Arkansas,male,172,55
Brianne,Beier,17/10/1988,Pennsylvania,male,192,158
Fabian,Nader,28/12/1976,Alabama,female,174,106
Chadd,Eichmann,30/10/1967,Alaska,male,161,145
Heidi,Mills,05/12/1969,Idaho,male,157,157
Frederick,Purdy,29/11/1988,Michigan,male,156,125
Robin,Sporer,25/10/1984,Pennsylvania,male,159,113
Kenton,Adams,15/06/1990,WestVirginia,male,159,54
Harmony,Gottlieb,03/10/1982,Georgia,male,189,81
Urban,Tremblay,31/08/1986,WestVirginia,male,151,67
Mackenzie,Hauck,27/02/1979,RhodeIsland,male,151,115
Yasmin,Gusikowski,28/07/1986,Wyoming,male,160,96
Francesca,Friesen,24/10/1976,Minnesota,female,178,148
Veronica,Legros,29/12/1979,Indiana,female,165,62
Lisa,Kunde,07/07/1973,NewYork,female,182,78
Guiseppe,Howell,30/05/1983,Washington,male,186,93
Rodger,Larkin,11/03/1993,Idaho,female,195,113
Will,Conn,13/08/1964,NewMexico,female,150,135
Zakary,Volkman,18/03/1976,Alabama,male,158,109
Tiara,Williamson,25/09/1984,Missouri,male,165,113
Jeromy,Smith,11/01/1982,Georgia,male,181,116
Abagail,Grimes,12/02/1967,Idaho,male,199,139
Bertrand,Rosenbaum,05/05/1984,Louisiana,male,165,91
Phoebe,Powlowski,14/02/1966,Hawaii,male,157,125
Shyann,Hilll,07/08/1968,Hawaii,female,194,85
Robin,Kshlerin,30/07/1991,Washington,male,177,54
Alexie,Kuhlman,19/07/1984,Kentucky,female,196,154
Royal,Schimmel,14/08/1992,Mississippi,male,193,155
Deron,Robel,29/05/1993,Delaware,female,191,62
Kristofer,Schmitt,04/11/1981,Idaho,female,154,95
Louisa,Gleason,29/08/1993,Washington,male,175,52
Coy,Brekke,30/05/1973,Nebraska,female,176,160
Hettie,Kulas,16/07/1993,NorthCarolina,male,198,83
Alfreda,Parker,19/05/1970,Wisconsin,female,164,100
Maurine,Berge,25/05/1975,Arkansas,male,186,85
Jasen,Rath,29/02/1964,NewYork,male,171,146
Delphine,Boehm,24/08/1985,Florida,male,175,136
Dante,Feeney,15/03/1981,Wyoming,male,157,119
Antonietta,Breitenberg,04/09/1975,Minnesota,male,179,99
Roy,Mayer,08/04/1976,Alaska,female,178,109
Bell,Torphy,26/01/1978,Iowa,female,154,54
Gregoria,Bogisich,11/05/1967,Vermont,female,161,113
Evan,Treutel,23/08/1981,Washington,male,158,108
Ottis,Jacobi,16/11/1974,NorthCarolina,female,175,140
Mertie,Ruecker,09/09/1980,Colorado,female,174,109
Karli,Hyatt,23/04/1993,NorthCarolina,female,191,155
Karolann,Marks,22/11/1973,Minnesota,female,158,99
Estevan,Kuphal,06/03/1992,Maryland,male,173,116
Antonio,Goldner,14/07/1993,RhodeIsland,female,185,70
Mack,Dare,20/11/1968,Minnesota,male,152,131
Khalil,Deckow,12/07/1978,Indiana,male,191,142
Patrick,Daniel,14/04/1974,NorthDakota,female,180,56
Genesis,Miller,18/01/1969,Indiana,male,169,75
Mac,Lueilwitz,30/08/1967,Alaska,male,173,130
Keven,Rempel,05/04/1979,Oregon,female,150,73
Austin,Morissette,19/06/1980,SouthCarolina,female,193,51
Earnest,Ondricka,03/02/1987,Massachusetts,female,179,69
Charles,Jaskolski,06/03/1966,Florida,female,154,120
Rose,Nader,24/11/1991,Louisiana,female,160,86
Gaylord,Rice,30/10/1971,Connecticut,female,190,92
Lilliana,Tromp,14/07/1991,Alaska,male,195,71
Scot,Gusikowski,15/06/1980,SouthCarolina,male,152,138
Kelli,Jast,21/06/1980,Tennessee,female,189,70
Bonita,Daniel,02/10/1989,Pennsylvania,male,151,122
Jevon,Kris,11/11/1992,SouthDakota,female,154,123
Heber,Dach,20/01/1967,NewYork,female,185,107
Donna,Weber,09/04/1966,Oklahoma,female,162,61
Tavares,Olson,17/11/1993,Vermont,male,161,70
Leda,Weimann,21/11/1986,SouthDakota,female,192,94
Jaquelin,Davis,29/01/1987,Oklahoma,male,180,70
Selina,Hodkiewicz,15/04/1971,Alabama,male,155,58
Christ,Hartmann,01/01/1965,Georgia,male,173,63
Raleigh,Rice,29/11/1964,Arkansas,male,193,149
Edmond,Stiedemann,05/09/1974,Connecticut,female,175,152
Augustus,Heaney,21/07/1988,Arizona,female,193,51
Izabella,Ferry,08/03/1972,Delaware,male,171,128
Alden,Harvey,06/06/1979,Mississippi,male,150,155
Irving,Hudson,16/02/1991,Maine,male,190,70
Frederique,Upton,01/07/1975,Washington,female,159,51
Brandi,Hayes,23/03/1966,Wyoming,female,196,118
Jettie,Simonis,25/04/1975,Michigan,male,151,131
Talia,Hermiston,10/12/1982,RhodeIsland,male,166,71
Zena,Bartell,30/07/1982,Hawaii,male,171,56
Donavon,Kirlin,11/07/1991,Minnesota,male,186,111
Leif,Cruickshank,18/12/1991,Idaho,male,183,96
Joaquin,Price,01/06/1986,California,female,163,143
Dedrick,King,28/05/1980,Tennessee,female,169,146
Vladimir,Hills,25/04/1973,Indiana,female,181,122
Barrett,Zulauf,18/06/1984,Washington,female,151,142
Walton,Fahey,05/10/1968,Wyoming,female,192,133
Anna,Mayer,04/02/1987,Arkansas,male,192,135
Wilma,O'Reilly,05/06/1971,Louisiana,male,196,61
Daisy,Kilback,14/01/1984,California,male,155,108
Tremayne,Hirthe,23/11/1970,Tennessee,male,159,77
Flavie,Crist,11/05/1983,NewJersey,male,160,150
Elwyn,Klein,29/04/1979,Arizona,male,161,68
Brody,Bogan,29/05/1983,Nebraska,male,199,110
Ansel,Upton,29/01/1971,Hawaii,female,183,67
Maria,Kuhn,22/02/1969,Louisiana,female,176,70
Dayana,Hickle,25/08/1976,Montana,male,170,52
Dereck,Kessler,30/12/1968,Minnesota,male,196,145
Courtney,Shanahan,15/09/1972,Mississippi,male,157,135
Loyce,Kulas,19/02/1970,Wisconsin,female,180,147
Delpha,Daugherty,25/11/1967,Georgia,male,154,58
Jalen,Sauer,04/03/1972,Virginia,female,156,81
Nedra,Abernathy,22/12/1974,Minnesota,male,180,106
Garrett,Weimann,07/09/1993,Iowa,female,195,102
Belle,Casper,19/01/1965,Montana,female,153,64
Savanna,Bernhard,19/11/1987,Massachusetts,male,195,122
Cara,Cormier,12/06/1993,Tennessee,male,177,56
Nickolas,Rogahn,09/01/1970,Maine,female,198,158
D'angelo,Wilderman,18/05/1991,Texas,female,156,64
Mariah,Dickens,23/07/1974,NewYork,female,171,130
Lesley,Windler,05/05/1992,Colorado,female,161,139
Leola,Dooley,28/12/1980,NewMexico,female,164,153
Lauren,Brakus,03/06/1971,SouthDakota,male,162,108
Michaela,Wilderman,03/06/1964,Virginia,female,168,96
Keara,Schiller,07/02/1976,Colorado,male,151,104
Margot,Rempel,09/07/1970,Minnesota,female,194,92
Rahsaan,Koepp,10/07/1987,Illinois,female,194,153
Yvette,Mueller,28/07/1969,Nebraska,female,196,148
Orland,Reynolds,04/06/1980,Mississippi,female,191,52
Osbaldo,Wehner,23/12/1977,SouthCarolina,female,174,98
Emmet,Doyle,27/06/1965,Missouri,male,151,123
Hope,Barton,12/12/1975,Arizona,male,184,154
Verla,Mayer,07/11/1969,SouthDakota,female,179,70
Lizzie,Kshlerin,05/03/1981,Florida,male,150,111
Zula,Treutel,12/04/1976,Vermont,female,196,115
Malvina,Roob,25/05/1991,Virginia,male,197,99
Braulio,Kertzmann,07/04/1988,Illinois,male,181,85
May,Swift,10/01/1974,NorthDakota,female,167,75
Vicente,Hammes,04/07/1980,Tennessee,female,153,54
Kip,Dickens,21/07/1980,Oklahoma,male,197,108
Megane,Heller,07/07/1965,Tennessee,male,175,112
Francesca,Fadel,19/09/1973,NewMexico,male,195,76
Larry,Stark,10/02/1976,Maryland,male,160,140
Anabel,Brekke,06/08/1965,Massachusetts,female,152,140
Donavon,Nader,25/12/1973,Maryland,male,166,130
Bethany,Feil,10/10/1971,Nevada,female,153,122
Max,Zieme,08/02/1979,Illinois,male,160,79
Rosella,Dare,06/03/1964,Louisiana,male,163,117
Oswaldo,Kreiger,20/03/1966,Louisiana,male,161,125
Filomena,Jenkins,10/09/1970,Georgia,female,159,116
Myrtle,Trantow,07/10/1990,Maryland,male,180,61
Davonte,Heller,11/12/1988,Oregon,female,183,159
Ian,Fahey,25/09/1965,Delaware,female,183,71
Ryder,Abshire,30/07/1964,Arkansas,male,192,77
Etha,Block,03/10/1968,Michigan,male,179,112
Alexandra,Mann,27/03/1982,Georgia,female,195,119
Zackary,Fisher,21/04/1966,Michigan,female,183,142
Randal,Little,17/11/1974,Mississippi,female,188,61
Hassan,Vandervort,17/02/1983,Vermont,male,154,86
Laverna,Effertz,05/05/1973,Hawaii,female,173,107
Amparo,Wyman,13/04/1979,Connecticut,female,167,62
Brady,Ruecker,02/01/1987,Virginia,female,191,134
Kasey,Lynch,31/08/1973,Pennsylvania,male,176,96
Ettie,Spinka,23/10/1993,Florida,male,151,79
Amelia,Gleichner,24/07/1965,Alaska,female,168,143
Anissa,Kerluke,29/07/1979,RhodeIsland,female,170,131
Suzanne,Daniel,16/03/1985,Alaska,male,155,94
Johathan,Rolfson,21/01/1981,Arkansas,female,154,67
Garry,Luettgen,24/12/1982,Virginia,female,183,77
Tiana,Carter,25/02/1965,NorthDakota,male,197,127
Mabelle,Shanahan,06/10/1972,Virginia,male,190,54
Shana,Kiehn,15/01/1987,Washington,male,188,144
Tatum,Bauch,01/07/1970,Montana,female,186,90
Tyreek,Harvey,15/12/1968,Hawaii,female,194,93
Vance,Rippin,16/11/1973,Virginia,female,163,132
Euna,Dickens,18/09/1968,Nevada,male,161,66
Pamela,Metz,20/05/1989,NewYork,female,191,79
Claude,Bechtelar,18/08/1970,Idaho,male,161,88
Hayden,Considine,16/09/1972,SouthDakota,male,188,51
Geovanni,Heller,21/05/1988,Pennsylvania,male,180,153
Maritza,Bergnaum,23/01/1979,Nevada,male,199,130
Archibald,Kuhic,22/07/1967,Connecticut,female,172,103
Nils,Wiegand,26/06/1980,Delaware,male,185,71
Alan,Leffler,01/06/1969,Texas,female,167,56
Austin,Wilderman,04/06/1971,Texas,male,164,86
Meredith,Runolfsdottir,14/08/1977,Wisconsin,female,151,110
Jasen,Krajcik,10/10/1989,Kansas,female,177,89
Deborah,Grant,22/05/1968,Kentucky,male,172,113
Murl,Spinka,14/11/1973,Alaska,male,175,85
Maiya,Brakus,09/02/1984,RhodeIsland,male,191,152
Maurice,Wolf,25/10/1983,RhodeIsland,female,191,148
Damien,Turner,31/05/1964,NorthDakota,male,193,86
Rozella,O'Reilly,23/06/1978,Ohio,male,188,52
Jonas,Wehner,16/01/1975,Kentucky,female,150,91
Anastasia,Sauer,08/07/1979,Nevada,female,184,121
Kaden,Stiedemann,24/03/1968,Pennsylvania,male,153,126
Brennon,Auer,25/01/1980,SouthDakota,female,181,74
Eileen,Smith,26/05/1980,Texas,male,171,123
Maryjane,Funk,05/10/1981,Florida,female,179,68
Raquel,Hoeger,25/05/1973,Alabama,female,188,157
Asha,Konopelski,13/06/1968,Utah,male,193,136
Wilbert,Schaden,22/05/1966,Indiana,female,184,120
Issac,Huel,19/07/1965,Hawaii,female,200,92
Della,Kris,13/10/1992,NewMexico,male,174,94
Everardo,Schoen,27/12/1992,Idaho,female,151,57
Mossie,Auer,13/08/1973,Idaho,female,196,64
Carolyn,Flatley,04/08/1964,Massachusetts,female,167,132
Rocky,Lockman,09/08/1991,Washington,male,156,68
Brett,Dare,04/04/1982,Indiana,female,174,133
Harley,Welch,18/06/1969,Nebraska,female,158,105
Jaydon,Glover,07/10/1967,Georgia,male,188,89
Crystal,Leuschke,10/01/1978,Mississippi,female,162,54
Ramona,Trantow,17/08/1968,Tennessee,male,153,52
Gisselle,Boehm,24/12/1990,Iowa,female,196,105
Terry,Barton,03/08/1987,Washington,female,156,109
Edna,Heidenreich,18/10/1991,Tennessee,female,200,101
Vickie,Jacobi,21/10/1964,Delaware,female,176,139
Dayne,Sawayn,11/02/1983,Indiana,female,165,153
Mariane,Bradtke,14/09/1967,NorthCarolina,female,187,96
Jody,Spencer,07/09/1968,NewYork,male,166,114
Valerie,Dickinson,06/12/1992,Ohio,male,195,87
Rey,Graham,18/07/1968,SouthCarolina,female,162,115
Sanford,Yundt,19/03/1982,SouthCarolina,female,161,123
Jamarcus,Koch,28/11/1991,Kentucky,male,180,113
Jonathan,King,30/06/1970,NorthCarolina,female,168,127
Birdie,Morissette,28/11/1980,Arkansas,male,160,124
Adan,Ledner,01/01/1989,Louisiana,female,158,72
Trystan,Hills,23/01/1977,Florida,female,195,104
Clay,Goodwin,04/08/1979,Nebraska,male,189,74
Gudrun,Schowalter,27/01/1982,NorthDakota,female,170,110
Enoch,Hahn,23/05/1987,Michigan,male,177,98
Naomi,McDermott,05/08/1977,NewJersey,female,151,126
Sonia,Ortiz,01/11/1977,Vermont,male,178,151
Rosemary,Douglas,17/12/1984,Hawaii,female,155,106
Mathias,Roob,25/02/1993,Idaho,female,158,146
Ara,Sanford,18/01/1976,Michigan,male,189,57
Faye,Gibson,14/12/1968,Connecticut,female,191,76
Justen,Adams,20/02/1991,Massachusetts,male,184,63
Jewell,Stamm,27/07/1987,Virginia,male,174,148
Mervin,Leannon,31/01/1985,SouthCarolina,female,185,81
Rowena,Jenkins,15/09/1989,NorthCarolina,male,174,141
Antonio,Macejkovic,04/01/1966,Texas,female,181,145
Laurence,Hilll,10/02/1978,Wyoming,female,167,96
Sophia,Barton,10/08/1970,Maine,male,186,109
Hassie,Ruecker,02/09/1965,Maine,male,184,128
Lucy,Abshire,17/12/1991,Massachusetts,male,166,103
Virgil,McDermott,25/05/1969,Ohio,female,183,83
Brionna,Gerlach,14/01/1965,Idaho,female,158,159
Tremayne,Kunze,12/12/1991,Illinois,female,159,102
Mariana,Weber,10/11/1986,NewJersey,female,172,68
Rozella,Schimmel,03/06/1987,Utah,female,161,122
Jamar,Altenwerth,15/07/1973,WestVirginia,male,173,80
Anderson,Kozey,19/02/1972,WestVirginia,female,168,118
Myron,Littel,29/03/1984,Mississippi,male,160,87
Boris,Terry,17/07/1975,NorthDakota,male,177,52
Lacey,Wyman,23/03/1972,Ohio,female,188,88
Skyla,Sanford,03/12/1977,Montana,female,151,160
Ilene,Goldner,03/05/1979,Ohio,female,178,69
Kory,DuBuque,27/12/1983,Delaware,male,159,90
Sigurd,Adams,19/08/1986,Washington,female,186,139
Devon,Moore,26/04/1984,NorthCarolina,male,177,53
Earnestine,Schmeler,23/05/1964,Alaska,male,158,104
Daphney,Abshire,28/01/1983,Connecticut,male,184,145
Kellen,Botsford,03/10/1980,NewMexico,male,180,56
Sabryna,Okuneva,30/10/1990,Texas,male,152,117
Sabina,Corwin,07/01/1971,Kentucky,female,161,90
Houston,Ratke,30/11/1971,Idaho,female,194,94
Claudie,Marks,15/10/1969,NorthCarolina,female,192,155
Forrest,Harris,27/04/1966,Mississippi,male,189,66
Corene,Waelchi,09/03/1982,Ohio,male,159,145
Jensen,West,12/09/1973,Ohio,male,189,93
Salvador,Dicki,03/11/1978,Idaho,female,200,112
Jessyca,Douglas,23/01/1975,WestVirginia,female,175,75
D'angelo,Sporer,11/12/1978,Nebraska,female,180,141
Selmer,Vandervort,04/05/1989,Iowa,male,153,147
Emmalee,Kassulke,25/11/1978,Hawaii,female,177,61
Myrtis,Littel,23/02/1989,Colorado,female,167,159
Rebekah,McCullough,18/05/1983,Nebraska,female,158,141
Serena,Turner,20/08/1990,NewMexico,male,158,116
Bailee,Jones,19/08/1987,Florida,female,176,137
Marcelle,Boehm,26/02/1980,Nebraska,male,184,111
Aurelie,Rohan,24/12/1973,NorthCarolina,female,194,111
Candelario,Thiel,25/09/1993,NorthCarolina,male,178,54
Anthony,Koch,20/02/1981,Pennsylvania,female,155,122
Keith,Anderson,27/08/1977,Missouri,female,185,129
Abner,Ruecker,17/11/1976,Massachusetts,female,196,77
Jazmyn,Haag,06/01/1988,Oregon,female,174,115
Hadley,Lesch,06/02/1987,Montana,female,173,134
Jenifer,King,01/02/1989,Maine,male,169,151
Haleigh,Jacobson,15/06/1975,Hawaii,male,172,98
Andrew,Goodwin,03/05/1970,Louisiana,female,168,62
Tanya,Boyer,28/11/1979,Illinois,male,184,159
Aida,Nicolas,14/02/1980,Texas,male,178,110
Gideon,Armstrong,05/11/1971,Tennessee,female,184,121
Albert,Hammes,16/04/1982,Florida,female,182,88
Candelario,Schamberger,21/10/1975,Minnesota,female,172,79
Harvey,Stiedemann,26/05/1973,Arkansas,male,169,133
Alvera,Rippin,16/02/1964,Maryland,male,165,72
Frederique,Lockman,14/07/1966,Kentucky,male,151,113
Addie,Senger,13/10/1969,Ohio,female,169,51
Dorothy,Batz,06/06/1993,Maine,female,176,91
Haley,Moore,27/10/1964,Vermont,female,160,56
Branson,Effertz,29/12/1974,NewHampshire,male,172,119
Gabrielle,Keeling,25/09/1970,WestVirginia,female,186,84
Ubaldo,Mayer,24/04/1984,Illinois,male,183,154
Willow,Walker,19/11/1993,Arizona,male,165,93
Kailey,Wyman,19/01/1975,Utah,male,159,135
Antwan,O'Hara,21/01/1987,Mississippi,male,184,57
Richmond,Monahan,09/04/1985,Colorado,male,196,62
Priscilla,Watsica,13/12/1992,Nevada,male,153,104
Elva,Smitham,01/02/1989,SouthCarolina,male,183,160
Danyka,Zulauf,27/01/1982,NorthCarolina,male,169,71
Mariah,Fadel,18/02/1971,NewHampshire,male,153,120
Caleigh,Green,04/07/1981,Alaska,male,165,88
Lou,Hickle,19/11/1980,Arkansas,male,160,160
Mohammad,Waters,12/08/1980,Montana,female,172,82
Gabe,Johns,23/09/1984,Indiana,female,197,103
Erik,Morissette,11/06/1970,Florida,female,159,66
Gunnar,Volkman,04/08/1981,NorthCarolina,female,181,56
Vincenzo,Boyle,18/08/1964,Virginia,male,182,64
Vida,Trantow,11/11/1979,Virginia,male,184,137
Elmira,Tromp,21/10/1972,NewJersey,male,154,68
Allison,Barton,21/04/1968,Florida,male,178,75
Sidney,Koepp,01/04/1982,Nevada,male,183,110
Santino,Williamson,11/06/1971,Montana,male,153,132
Lucas,Yundt,24/01/1965,Kentucky,female,171,69
Claudie,Abernathy,16/12/1986,NewHampshire,male,158,61
Shanny,Marks,20/01/1986,Texas,male,184,81
Abigail,Boehm,05/09/1971,NewJersey,male,163,151
Candace,Kihn,02/06/1975,Washington,male,199,111
Erling,Feil,11/07/1964,Delaware,male,158,76
Damion,Olson,08/12/1966,Louisiana,male,167,85
Sterling,Stracke,03/07/1971,Washington,female,187,146
Pasquale,Stark,16/11/1988,NewHampshire,male,188,107
Kavon,Ledner,16/08/1968,Georgia,female,156,114
Avery,Purdy,20/09/1969,Arkansas,male,175,160
Horace,Mann,17/06/1984,Oregon,male,157,66
Terrance,Beer,18/07/1987,Washington,female,164,142
Sandra,DuBuque,06/09/1987,NorthDakota,male,179,60
Nettie,Witting,27/01/1967,Louisiana,female,196,57
Wilfrid,Hills,30/06/1975,Nebraska,male,169,75
Whitney,Hansen,07/07/1964,Wyoming,female,182,113
Ashly,Goyette,02/07/1988,Arizona,male,153,84
Velda,Krajcik,18/03/1987,Illinois,female,186,57
Davon,Zemlak,14/07/1980,RhodeIsland,female,197,71
Antwon,Williamson,24/08/1964,Illinois,male,194,125
Ike,Willms,04/08/1967,Louisiana,female,200,142
Mable,Wyman,16/08/1983,Alaska,male,160,63
Stone,Lowe,03/09/1990,Nebraska,female,186,127
Ross,Bradtke,21/05/1972,Massachusetts,female,156,118
Theodora,Hamill,01/04/1966,California,female,155,160
Vivien,Nienow,24/11/1977,Mississippi,male,165,120
Katlyn,Sporer,05/11/1984,Arkansas,female,192,128
Larry,Orn,07/07/1990,Nebraska,female,162,97
Cecilia,Mayer,13/04/1973,Montana,male,158,89
Abe,Hettinger,08/05/1965,Nebraska,female,183,75
Rubye,Walsh,29/06/1974,Georgia,female,158,73
Amos,Jacobson,13/11/1974,Texas,female,191,96
Hilario,Bechtelar,05/09/1964,NewHampshire,male,164,64
Conrad,Okuneva,05/03/1968,Alabama,female,194,79
Lucy,Simonis,21/07/1978,Louisiana,female,176,90
Chasity,Quigley,28/08/1969,Virginia,female,169,124
Janick,Shanahan,23/03/1965,Ohio,male,192,106
Jerald,Mills,12/07/1983,RhodeIsland,female,179,133
Dario,Yundt,21/08/1968,NewYork,male,171,151
